MethodFullyQualifiedName,ReleaseID,LOC,NumParameters,NumBranches,NestingDepth,NumCodeSmells,NumLocalVariables,NumRevisions,NumAuthors,TotalStmtAdded,TotalChurn,MaxChurn,AvgChurn,NFix,IsBuggy
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java/readLastConfirmedComplete(int, long, Object)",1,0,3,0,0,0,0,1,1,0,0,0,0.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java/recoverComplete(int, Object)",1,0,2,0,0,0,0,1,1,0,0,0,0.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java/create(int),1,38,1,18,1,1,0,3,2,38,38,34,12.6667,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java/setCode(int),1,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java/getCode(),1,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java/getMessage(int),1,40,1,19,1,1,0,3,2,40,40,36,13.3333,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/process(WatchedEvent),1,3,1,1,1,0,0,1,1,3,3,3,3.0000,0,yes
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/getLedgerManager(),1,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/getZkHandle(),1,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/getConf(),1,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/getBookieClient(),1,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/asyncCreateLedger(int, int, DigestType, byte[], CreateCallback, Object)",1,2,6,0,0,1,0,1,1,2,2,2,2.0000,0,yes
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/createLedger(DigestType, byte[])",1,1,2,0,0,1,0,1,1,1,1,1,1.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/createLedger(int, int, DigestType, byte[])",1,10,4,1,1,0,1,2,2,10,10,9,5.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/asyncOpenLedger(long, DigestType, byte[], OpenCallback, Object)",1,1,5,0,0,0,0,3,2,1,1,1,0.3333,0,yes
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/asyncOpenLedgerNoRecovery(long, DigestType, byte[], OpenCallback, Object)",1,1,5,0,0,0,0,2,1,1,1,1,0.5000,0,yes
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/openLedger(long, DigestType, byte[])",1,7,3,1,1,0,1,2,2,7,7,7,3.5000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/openLedgerNoRecovery(long, DigestType, byte[])",1,8,3,1,1,0,1,2,1,8,8,7,4.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/asyncDeleteLedger(long, DeleteCallback, Object)",1,1,3,0,0,0,0,1,1,1,1,1,1.0000,0,yes
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/deleteLedger(long),1,8,1,1,1,0,1,2,2,8,8,8,4.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/close(),1,11,0,2,1,0,0,2,1,11,11,10,5.5000,0,yes
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/createComplete(int, LedgerHandle, Object)",1,4,3,0,0,0,1,1,1,4,4,4,4.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/openComplete(int, LedgerHandle, Object)",1,5,3,0,0,0,1,1,1,5,5,5,5.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/deleteComplete(int, Object)",1,3,2,0,0,0,1,1,1,3,3,3,3.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/process(WatchedEvent),1,3,1,1,1,0,0,1,1,3,3,3,3.0000,0,yes
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/close(),1,2,0,0,0,0,0,1,1,2,2,2,2.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/getLedgerDigestType(long),1,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/getLedgerPasswd(long),1,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/recoverBookieData(InetSocketAddress, InetSocketAddress)",1,21,2,2,1,0,2,2,2,21,21,17,10.5000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/recoverComplete(int, Object)",1,7,2,0,0,0,1,2,2,7,7,6,3.5000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/asyncRecoverBookieData(InetSocketAddress, InetSocketAddress, RecoverCallback, Object)",1,11,4,1,1,0,0,2,1,11,11,11,5.5000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/processResult(int, String, Object)",1,6,3,1,1,0,0,2,2,32,52,32,26.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/getAvailableBookies(InetSocketAddress, InetSocketAddress, RecoverCallback, Object)",1,29,4,4,3,1,3,1,1,29,29,29,29.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/processResult(int, String, Object, List)",1,16,4,3,2,1,2,2,1,22,28,22,14.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/getActiveLedgers(InetSocketAddress, InetSocketAddress, RecoverCallback, Object, List)",1,21,5,0,0,0,2,2,1,30,39,30,19.5000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/process(Long, AsyncCallback.VoidCallback)",1,1,2,0,0,0,0,1,1,1,1,1,1.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/getNewBookie(List, List)",1,7,2,1,1,0,1,1,1,7,7,7,7.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/recoverLedger(InetSocketAddress, long, AsyncCallback.VoidCallback, List)",1,92,4,10,3,2,11,1,1,92,92,92,92.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/openComplete(int, LedgerHandle, Object)",1,55,3,9,3,1,9,3,2,86,119,85,39.6667,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/recoverLedgerFragment(InetSocketAddress, LedgerHandle, Long, Long, SingleFragmentCallback, InetSocketAddress)",1,34,6,6,2,1,7,2,2,34,34,32,17.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/recoverLedgerFragmentEntry(Long, LedgerHandle, MultiCallback, InetSocketAddress)",1,39,4,3,2,0,3,3,2,39,39,36,13.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/readComplete(int, LedgerHandle, Enumeration, Object)",1,30,4,3,2,0,3,3,2,30,30,27,10.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/writeComplete(int, long, long, InetSocketAddress, Object)",1,10,5,2,2,0,0,2,2,10,10,7,5.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/processResult(int, String, Object, Stat)",1,17,4,2,2,0,0,2,2,17,17,10,8.5000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java/safeRun(),1,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java/halt(),1,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java/readBookies(),1,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java/readBookies(ChildrenCallback),1,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java/process(WatchedEvent),1,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java/processResult(int, String, Object, List)",1,20,4,3,3,0,3,1,1,7,7,7,7.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java/readBookiesBlocking(),1,16,0,2,2,0,2,1,1,16,16,16,16.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java/getNewBookies(int),1,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java/getAdditionalBookie(List),1,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java/getAdditionalBookies(Set, int)",1,22,2,4,2,0,3,1,1,22,22,22,22.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java/getMacCodeLength(),1,1,0,0,0,1,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java/getValueAndReset(),1,5,0,0,0,1,2,1,1,5,5,5,5.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java/update(byte[], int, int)",1,1,3,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/getMacCodeLength(),1,0,0,0,0,0,0,1,1,0,0,0,0.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/update(byte[]),1,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/update(byte[], int, int)",1,0,3,0,0,0,0,1,1,0,0,0,0.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/getValueAndReset(),1,0,0,0,0,0,0,1,1,0,0,0,0.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/instantiate(long, byte[], DigestType)",1,8,3,3,1,0,0,1,1,8,8,8,8.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/computeDigestAndPackageForSending(long, long, long, byte[], int, int)",1,15,6,0,0,1,3,1,1,15,15,15,15.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/verifyDigest(ChannelBuffer),1,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,yes
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/verifyDigest(long, ChannelBuffer)",1,1,2,0,0,0,0,1,1,1,1,1,1.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/verifyDigest(long, ChannelBuffer, boolean)",1,24,3,4,2,0,6,1,1,24,24,24,24.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/verifyDigestAndReturnData(long, ChannelBuffer)",1,3,2,0,0,0,0,1,1,3,3,3,3.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/verifyDigestAndReturnLastConfirmed(ChannelBuffer),1,6,1,0,0,1,3,1,1,6,6,6,6.0000,0,yes
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java/getBookieIndex(long, int)",1,0,2,0,0,0,0,1,1,0,0,0,0.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java/getReplicaIndex(long, int)",1,0,2,0,0,0,0,1,1,0,0,0,0.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java/canProceedWithRecovery(int),1,0,1,0,0,0,0,1,1,0,0,0,0.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java/initiate(),1,1,0,0,0,0,0,2,2,2,3,2,1.5000,0,yes
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java/operationComplete(int, String)",1,35,2,5,2,0,2,1,1,35,35,35,35.0000,0,yes
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java/processResult(int, String, Object, Stat)",1,2,4,0,0,0,0,2,2,2,2,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java/initiate(),1,1,0,0,0,0,0,2,2,1,1,1,0.5000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java/processResult(int, String, Object)",1,1,3,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java/getLedgerId(),1,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java/getEntryId(),1,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java/getLength(),1,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java/getEntry(),1,14,0,1,2,0,1,2,2,14,14,14,7.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java/getEntryInputStream(),1,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/getId(),1,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/getLastAddConfirmed(),1,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/getLastAddPushed(),1,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/getLedgerKey(),1,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/getLedgerMetadata(),1,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/getDigestManager(),1,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/getAvailablePermits(),1,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/addToLength(long),1,2,1,0,0,0,0,1,1,2,2,2,2.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/getLength(),1,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/getDistributionSchedule(),1,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/writeLedgerConfig(StatCallback, Object)",1,6,2,1,1,0,0,3,2,6,6,4,2.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/close(),1,7,0,1,1,0,1,3,2,7,7,4,2.3333,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/asyncClose(CloseCallback, Object)",1,1,2,0,0,0,0,2,2,1,1,1,0.5000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/asyncCloseInternal(CloseCallback, Object, int)",1,34,3,2,1,0,0,1,1,34,34,34,34.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/safeRun(),1,22,0,2,1,0,0,2,2,11,11,10,5.5000,0,yes
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/processResult(int, String, Object, Stat)",1,8,4,1,1,0,0,3,2,19,19,16,6.3333,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/readEntries(long, long)",1,8,2,1,1,0,1,2,2,8,8,8,4.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/asyncReadEntries(long, long, ReadCallback, Object)",1,10,4,2,2,0,0,1,1,11,11,11,11.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/addEntry(byte[]),1,1,1,0,0,0,0,3,3,6,11,6,3.6667,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/addEntry(byte[], int, int)",1,11,3,2,1,0,1,3,2,11,11,6,3.6667,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/asyncAddEntry(byte[], AddCallback, Object)",1,1,3,0,0,0,0,2,2,31,61,31,30.5000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/asyncAddEntry(byte[], int, int, AddCallback, Object)",1,2,5,0,0,0,1,3,2,42,82,40,27.3333,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/asyncRecoveryAddEntry(byte[], int, int, AddCallback, Object)",1,2,5,0,0,0,1,1,1,2,2,2,2.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/doAsyncAddEntry(PendingAddOp, byte[], int, int, AddCallback, Object)",1,37,6,4,2,1,3,1,1,37,37,37,37.0000,0,yes
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/asyncReadLastConfirmed(ReadLastConfirmedCallback, Object)",1,1,2,0,0,0,0,1,1,1,1,1,1.0000,0,yes
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/setLastConfirmed(long),1,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/getlastConfirmed(),1,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/setRC(int),1,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/getRC(),1,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/ready(),1,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,yes
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/readLastConfirmed(),1,9,0,2,1,0,1,2,1,9,9,9,4.5000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/handleUnrecoverableErrorDuringAdd(int),1,1,1,0,0,0,0,2,2,1,1,1,0.5000,0,yes
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/errorOutPendingAdds(int),1,4,1,1,1,0,1,1,1,4,4,4,4.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/sendAddSuccessCallbacks(),1,9,0,2,2,0,1,1,1,9,9,9,9.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/handleBookieFailure(InetSocketAddress, int)",1,48,2,5,2,0,3,2,2,48,48,47,24.0000,0,yes
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/rereadMetadata(GenericCallback),1,19,1,2,2,0,0,2,1,19,19,19,9.5000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/processResult(int, String, Object, byte[], Stat)",1,12,5,2,2,0,0,1,1,12,12,12,12.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/recover(GenericCallback),1,33,1,4,2,0,0,2,2,33,33,27,16.5000,0,yes
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/operationComplete(int, Void)",1,5,2,1,1,0,0,1,1,5,5,5,5.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/closeComplete(int, LedgerHandle, Object)",1,3,3,1,1,0,0,1,1,6,6,6,6.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/readComplete(int, LedgerHandle, Enumeration, Object)",1,7,4,0,0,0,1,1,1,7,7,7,7.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/addComplete(int, LedgerHandle, long, Object)",1,3,4,0,0,0,1,1,1,3,3,3,3.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/readLastConfirmedComplete(int, long, Object)",1,6,3,0,0,0,1,1,1,6,6,6,6.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/getEnsembles(),1,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/isClosed(),1,2,0,0,0,0,0,2,2,2,2,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/markLedgerInRecovery(),1,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/close(long),1,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/addEnsemble(long, ArrayList)",1,3,2,0,0,0,0,1,1,3,3,3,3.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/getEnsemble(long),1,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/getNextEnsembleChange(long),1,6,1,1,1,0,1,1,1,6,6,6,6.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/serialize(),1,17,0,4,2,0,3,2,1,17,17,16,8.5000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/parseConfig(byte[], int)",1,49,2,8,3,1,8,2,2,49,49,40,24.5000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/updateZnodeStatus(Stat),1,1,1,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/getZnodeVersion(),1,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java/initiate(),1,1,0,0,0,0,0,2,2,1,1,1,0.5000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java/initiateWithoutRecovery(),1,2,0,0,0,0,0,1,1,2,2,2,2.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java/processResult(int, String, Object, byte[], Stat)",1,65,5,10,2,2,1,6,2,65,65,47,10.8333,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java/operationComplete(int, Void)",1,5,2,1,1,0,0,1,1,5,5,5,5.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java/readLastConfirmedComplete(int, long, Object)",1,6,3,1,1,0,0,1,1,6,6,6,6.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java/initiate(),1,5,0,1,1,0,2,3,2,5,5,3,1.6667,0,yes
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java/readEntryComplete(int, long, long, ChannelBuffer, Object)",1,39,5,6,3,0,3,1,1,39,39,39,39.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java/doRecoveryRead(),1,2,0,0,0,0,0,1,1,2,2,2,2.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java/readComplete(int, LedgerHandle, Enumeration, Object)",1,35,4,3,2,0,2,3,2,36,37,30,12.3333,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java/closeComplete(int, LedgerHandle, Object)",1,7,3,1,1,0,0,1,1,7,7,7,7.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java/addComplete(int, LedgerHandle, long, Object)",1,9,4,1,1,0,0,1,1,9,9,9,9.0000,0,no
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java/genDigest(String, byte[])",1,4,2,0,0,0,1,1,1,4,4,4,4.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java/getMacCodeLength(),1,1,0,0,0,1,0,1,1,1,1,1,1.0000,0,no
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java/getValueAndReset(),1,1,0,0,0,0,0,1,1,1,1,1,1.0000,0,no
