fullyQualifiedName,firstCommit,#Commits
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java/write(ByteBuffer, long)",commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java/write(ByteBuffer[], int, int)",commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java/implCloseChannel(),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java/addComplete(int, LedgerHandle, long, Object)",commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java/closeComplete(int, LedgerHandle, Object)",commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java/createComplete(int, LedgerHandle, Object)",commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java/openComplete(int, LedgerHandle, Object)",commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java/readComplete(int, LedgerHandle, Enumeration, Object)",commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java/deleteComplete(int, Object)",commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java/readLastConfirmedComplete(int, long, Object)",commit 74397e3e20b2cd3e3c920f00be7f044cf548e076 1311878032 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java/recoverComplete(int, Object)",commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java/create(int),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,3
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java/setCode(int),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java/getCode(),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java/getMessage(int),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,3
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/process(WatchedEvent),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/getLedgerManager(),commit 3af9f38fc3b53c40751904972384ecb9a4e9fb44 1322504718 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/getZkHandle(),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/getConf(),commit 4049d4c2b115f81008ef7a3920fd9153ced2f53c 1321611485 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/getBookieClient(),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/asyncCreateLedger(int, int, DigestType, byte[], CreateCallback, Object)",commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/createLedger(DigestType, byte[])",commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/createLedger(int, int, DigestType, byte[])",commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,2
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/asyncOpenLedger(long, DigestType, byte[], OpenCallback, Object)",commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,3
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/asyncOpenLedgerNoRecovery(long, DigestType, byte[], OpenCallback, Object)",commit 74397e3e20b2cd3e3c920f00be7f044cf548e076 1311878032 -----sp,2
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/openLedger(long, DigestType, byte[])",commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,2
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/openLedgerNoRecovery(long, DigestType, byte[])",commit 74397e3e20b2cd3e3c920f00be7f044cf548e076 1311878032 -----sp,2
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/asyncDeleteLedger(long, DeleteCallback, Object)",commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/deleteLedger(long),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,2
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/close(),commit 68bdab655445f80314a0d2531e60e3b2e4d8fa17 1319732778 -----sp,2
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/createComplete(int, LedgerHandle, Object)",commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/openComplete(int, LedgerHandle, Object)",commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java/deleteComplete(int, Object)",commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/process(WatchedEvent),commit 68bdab655445f80314a0d2531e60e3b2e4d8fa17 1319732778 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/close(),commit 68bdab655445f80314a0d2531e60e3b2e4d8fa17 1319732778 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/getLedgerDigestType(long),commit 68bdab655445f80314a0d2531e60e3b2e4d8fa17 1319732778 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/getLedgerPasswd(long),commit 68bdab655445f80314a0d2531e60e3b2e4d8fa17 1319732778 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/recoverBookieData(InetSocketAddress, InetSocketAddress)",commit 68bdab655445f80314a0d2531e60e3b2e4d8fa17 1319732778 -----sp,2
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/recoverComplete(int, Object)",commit 68bdab655445f80314a0d2531e60e3b2e4d8fa17 1319732778 -----sp,2
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/asyncRecoverBookieData(InetSocketAddress, InetSocketAddress, RecoverCallback, Object)",commit 68bdab655445f80314a0d2531e60e3b2e4d8fa17 1319732778 -----sp,2
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/processResult(int, String, Object)",commit 68bdab655445f80314a0d2531e60e3b2e4d8fa17 1319732778 -----sp,2
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/getAvailableBookies(InetSocketAddress, InetSocketAddress, RecoverCallback, Object)",commit 68bdab655445f80314a0d2531e60e3b2e4d8fa17 1319732778 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/processResult(int, String, Object, List)",commit 68bdab655445f80314a0d2531e60e3b2e4d8fa17 1319732778 -----sp,2
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/getActiveLedgers(InetSocketAddress, InetSocketAddress, RecoverCallback, Object, List)",commit 68bdab655445f80314a0d2531e60e3b2e4d8fa17 1319732778 -----sp,2
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/process(Long, AsyncCallback.VoidCallback)",commit 3af9f38fc3b53c40751904972384ecb9a4e9fb44 1322504718 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/getNewBookie(List, List)",commit 75dbf699b90dd01b0dd44e4bdda60e7176b3ee12 1321382578 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/recoverLedger(InetSocketAddress, long, AsyncCallback.VoidCallback, List)",commit 3af9f38fc3b53c40751904972384ecb9a4e9fb44 1322504718 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/openComplete(int, LedgerHandle, Object)",commit 68bdab655445f80314a0d2531e60e3b2e4d8fa17 1319732778 -----sp,3
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/recoverLedgerFragment(InetSocketAddress, LedgerHandle, Long, Long, SingleFragmentCallback, InetSocketAddress)",commit 75dbf699b90dd01b0dd44e4bdda60e7176b3ee12 1321382578 -----sp,2
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/recoverLedgerFragmentEntry(Long, LedgerHandle, MultiCallback, InetSocketAddress)",commit 68bdab655445f80314a0d2531e60e3b2e4d8fa17 1319732778 -----sp,3
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/readComplete(int, LedgerHandle, Enumeration, Object)",commit 68bdab655445f80314a0d2531e60e3b2e4d8fa17 1319732778 -----sp,3
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/writeComplete(int, long, long, InetSocketAddress, Object)",commit 68bdab655445f80314a0d2531e60e3b2e4d8fa17 1319732778 -----sp,2
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/processResult(int, String, Object, Stat)",commit 68bdab655445f80314a0d2531e60e3b2e4d8fa17 1319732778 -----sp,2
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java/safeRun(),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java/halt(),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java/readBookies(),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java/readBookies(ChildrenCallback),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java/process(WatchedEvent),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java/processResult(int, String, Object, List)",commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java/readBookiesBlocking(),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java/getNewBookies(int),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java/getAdditionalBookie(List),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java/getAdditionalBookies(Set, int)",commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java/getMacCodeLength(),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java/getValueAndReset(),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java/update(byte[], int, int)",commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/getMacCodeLength(),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/update(byte[]),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/update(byte[], int, int)",commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/getValueAndReset(),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/instantiate(long, byte[], DigestType)",commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/computeDigestAndPackageForSending(long, long, long, byte[], int, int)",commit 0910d6cd7ffb1a7b78ab91a327715e936a3eb9e5 1313087812 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/verifyDigest(ChannelBuffer),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/verifyDigest(long, ChannelBuffer)",commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/verifyDigest(long, ChannelBuffer, boolean)",commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/verifyDigestAndReturnData(long, ChannelBuffer)",commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java/verifyDigestAndReturnLastConfirmed(ChannelBuffer),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java/getBookieIndex(long, int)",commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java/getReplicaIndex(long, int)",commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java/canProceedWithRecovery(int),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java/initiate(),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,2
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java/operationComplete(int, String)",commit 3af9f38fc3b53c40751904972384ecb9a4e9fb44 1322504718 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java/processResult(int, String, Object, Stat)",commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,2
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java/initiate(),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,2
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java/processResult(int, String, Object)",commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java/getLedgerId(),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java/getEntryId(),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java/getLength(),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java/getEntry(),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,2
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java/getEntryInputStream(),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/getId(),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/getLastAddConfirmed(),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/getLastAddPushed(),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/getLedgerKey(),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/getLedgerMetadata(),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/getDigestManager(),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/getAvailablePermits(),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/addToLength(long),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/getLength(),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/getDistributionSchedule(),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,1
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/writeLedgerConfig(StatCallback, Object)",commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,3
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/close(),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,3
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/asyncClose(CloseCallback, Object)",commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,2
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/asyncCloseInternal(CloseCallback, Object, int)",commit 4d9f0c0ebe8614e0190c5df5bbd68c6fa1c05180 1321459552 -----sp,1
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/safeRun(),commit e988271acee2c217209d5c7f52c07f6211257e97 1301553983 -----sp,2
